107/09/14	22.35
107/09/17	22.30
107/09/18	22.40
107/09/19	22.30
107/09/20	22.20
107/09/21	22.65
107/09/25	22.75
107/09/26	22.55
107/09/27	22.50
107/09/28	22.55
107/10/01	22.60
107/10/02	22.45
107/10/03	22.30
107/10/04	22.20
107/10/05	22.05
107/10/08	22.05
107/10/09	22.35
107/10/11	21.60
107/10/12	21.75
107/10/15	21.50
107/10/16	21.25
107/10/17	21.30
107/10/18	21.30
107/10/19	21.20
107/10/22	20.90
107/10/23	20.55
107/10/24	20.40
107/10/25	19.95
107/10/26	19.85
107/10/29	19.60
107/10/30	19.85
107/10/31	20.50
107/11/01	20.35
107/11/02	20.95
107/11/05	20.90
107/11/06	20.95
107/11/07	21.10
107/11/08	21.35
107/11/09	21.20
107/11/12	21.10
107/11/13	21.10
107/11/14	21.25
107/11/15	21.25
107/11/16	21.30
107/11/19	21.15
107/11/20	21.00
107/11/21	20.95
107/11/22	20.85
107/11/23	20.75
107/11/26	20.75
107/11/27	20.70
107/11/28	20.75
107/11/29	20.65
107/11/30	20.80
107/12/03	21.00
107/12/04	20.90
107/12/05	20.65
107/12/06	20.45
107/12/07	20.35
107/12/10	20.20
107/12/11	20.20
107/12/12	20.45
107/12/13	20.60
107/12/14	20.50
107/12/17	20.40
107/12/18	20.05
107/12/19	20.20
107/12/20	20.05
107/12/21	20.00
107/12/22	20.05
107/12/24	20.20
107/12/25	20.05
107/12/26	20.00
107/12/27	20.25
107/12/28	20.10
108/01/02	20.10
108/01/03	20.10
108/01/04	20.20
108/01/07	20.30
108/01/08	20.30
108/01/09	20.70
108/01/10	20.90
108/01/11	21.00
108/01/14	21.00
108/01/15	21.10
108/01/16	21.00
108/01/17	20.95
108/01/18	21.20
108/01/21	21.40
108/01/22	21.35
108/01/23	21.15
108/01/24	21.15
108/01/25	21.20
108/01/28	21.30
108/01/29	21.25
108/01/30	21.35
108/02/11	21.45
108/02/12	21.60
108/02/13	21.90
108/02/14	21.80
108/02/15	21.55
108/02/18	21.70
108/02/19	21.60
108/02/20	21.80
108/02/21	21.80
108/02/22	21.85
108/02/25	22.00
108/02/26	22.00
108/02/27	22.10
108/03/04	22.15
108/03/05	22.15
108/03/06	22.20
108/03/07	22.20
108/03/08	22.10
108/03/11	22.10
108/03/12	22.40
108/03/13	22.40
108/03/14	22.35
108/03/15	22.50
108/03/18	23.10
108/03/19	23.30
108/03/20	23.30
108/03/21	23.35
108/03/22	23.60
108/03/25	23.45
108/03/26	23.55
108/03/27	23.45
108/03/28	23.60
108/03/29	23.75
108/04/01	23.85
108/04/02	24.00
108/04/03	24.00
108/04/08	23.95
108/04/09	24.00
108/04/10	24.00
108/04/11	23.90
108/04/12	23.85
108/04/15	24.00
108/04/16	23.90
108/04/17	23.95
108/04/18	24.00
108/04/19	24.10
108/04/22	24.20
108/04/23	24.25
108/04/24	24.25
108/04/25	24.25
108/04/26	24.75
108/04/29	25.40
108/04/30	25.35
108/05/02	25.50
108/05/03	25.30
108/05/06	25.00
108/05/07	25.15
108/05/08	25.10
